44,116,1980230
45,116,1980580
45,116,7720160
44,117,2339180
45,117,1980680
45,117,1982060
45,118,1981970
46,118,1981160
46,118,1982680
46,119,1982220
46,119,2028010
47,119,1983300
46,120,1982750
46,120,3651960
47,120,1982140
47,120,1982940
47,120,1983760
48,120,1983220
46,121,1983050
47,121,1981920
47,121,1982470
47,121,1982930
47,121,1983370
47,121,1983860
47,121,1984550
48,121,1982360
48,121,1983180
48,121,1983960
48,121,1985440
47,122,1982520
47,122,1983330
47,122,1984110
47,122,1985800
48,122,1982560
48,122,1983290
48,122,1983870
48,122,1984450
48,122,1985240
49,122,1985130
48,123,1983900
48,123,1985120
49,123,1985320
49,124,1985900
50,124,1987120
49,125,1986710
50,125,1986860
50,126,1986920
50,126,1988700
51,126,1989050
