149,196,112810
149,196,113000
149,196,113250
147,197,110450
147,197,110940
147,197,111350
147,197,111580
147,197,111750
147,197,111950
147,197,4837080
148,197,109830
148,197,110120
148,197,112800
149,197,112880
149,197,113050
149,197,113200
149,197,113420
148,198,110450
148,198,110790
148,198,111000
148,198,111180
148,198,111390
148,198,111780
148,198,113220
148,198,113460
148,198,113800
149,198,113410
148,199,111690
148,199,111920
148,199,112120
148,199,112330
148,199,112580
148,199,113290
148,199,113560
148,199,113740
148,199,113970
147,200,113060
147,200,113310
147,200,113540
147,200,113780
147,200,114020
147,200,114300
147,200,114660
147,200,114970
147,200,115410
148,200,112830
148,200,113130
148,200,113610
148,200,114000
146,201,112650
146,201,112900
146,201,9890910
147,201,112910
147,201,113530
147,201,113750
147,201,113890
147,201,113990
147,201,114080
147,201,114160
147,201,114250
147,201,114320
147,201,114410
147,201,114510
147,201,114620
147,201,114740
147,201,114890
147,201,115090
146,202,114750
147,202,114340
147,202,114500
147,202,114640
147,202,114810
147,202,3187850
144,203,115130
144,203,116060
144,203,117660
144,203,118040
144,203,118310
144,203,7750790
145,203,113740
145,203,113950
145,203,114160
145,203,114570
145,203,116190
145,203,117000
145,203,117720
146,203,114670
146,203,114870
146,203,115090
146,203,9896680
144,204,117860
144,204,118080
144,204,118310
145,204,114260
145,204,114520
145,204,114790
145,204,115120
145,204,115490
145,204,117870
146,204,115000
146,204,115210
146,204,115600
142,205,115200
142,205,115660
142,205,116290
142,205,116810
142,205,117260
142,205,117670
143,205,115000
143,205,115260
143,205,115540
143,205,191260
144,205,115870
144,205,116050
144,205,116200
144,205,116350
144,205,116560
145,205,115160
145,205,115330
145,205,115460
145,205,115610
145,205,115880
145,205,116650
142,206,117700
142,206,117920
142,206,118310
144,206,116590
145,206,115660
145,206,115850
145,206,116030
145,206,116240
145,206,116570
