256,47,2137090
257,47,2137250
255,48,2134730
255,48,2137040
256,48,2135390
256,48,2137360
257,48,7748390
254,49,2133130
254,49,2134430
254,49,9635200
255,49,2132880
255,49,2134020
255,49,2135140
256,49,8334280
253,50,2133700
254,50,2132830
254,50,2133860
254,50,2135550
255,50,2134320
252,51,2131310
252,51,2132560
253,51,2132100
253,51,2133130
253,51,2190070
254,51,2133770
251,52,2131520
251,52,2132960
252,52,2130040
252,52,2130790
252,52,2131340
252,52,2131830
252,52,2132370
252,52,2133110
253,52,2131150
253,52,2132300
253,52,3626480
251,53,2129900
251,53,2130970
251,53,2132240
252,53,2130220
252,53,2131160
252,53,2132030
252,53,2134420
253,53,2131480
249,54,9890530
250,54,2129480
250,54,2131690
251,54,2130230
251,54,8484340
249,55,2128840
249,55,9922580
250,55,2129110
248,56,2128360
249,56,2127850
249,56,2129570
247,57,2127400
248,57,2127070
248,57,2129310
249,57,2128770
