0,0.0160218
10,0.0160218
20,-0.0160218
30,0.0
40,-0.0320435
50,-0.0160218
60,0.0480653
70,-0.0160218
80,-0.0160218
90,0.0480653
100,-0.0320435
110,0.0320435
120,0.0480653
130,0.0160218
140,0.0320435
150,0.0320435
160,0.0320435
170,0.0
180,0.0
190,-0.0160218
200,0.0160218
210,-0.0480653
220,0.0160218
230,-0.0480653
240,0.0
250,0.0961306
260,0.0
270,0.0160218
280,0.0160218
290,0.0480653
300,0.0
310,0.0160218
320,0.0320435
330,-0.0320435
340,0.0160218
350,0.0160218
360,-0.0160218
370,0.0480653
380,0.0
390,0.0160218
400,0.0
410,0.0320435
420,0.0480653
430,0.0160218
440,0.0320435
450,-0.0640871
460,-0.0320435
470,-0.0160218
480,-0.112152
490,0.0480653
500,0.0
510,0.0320435
520,-0.0480653
530,0.0160218
540,0.0480653
550,-0.0480653
560,0.0
570,0.0320435
580,-0.0160218
590,-0.0320435
600,-0.0160218
610,0.0
620,-0.0480653
630,-0.0160218
640,0.0640871
650,0.0160218
660,0.0160218
670,-0.0160218
680,0.0
690,0.0160218
700,0.0320435
710,0.0640871
720,-0.0160218
730,0.0
740,0.0
750,-0.0801088
760,-0.0160218
770,0.0
780,0.0160218
790,-0.0160218
800,0.0480653
810,-0.0320435
820,-0.0320435
830,-0.0320435
840,0.0
850,0.0
860,0.0320435
870,0.0160218
880,0.0
890,0.0160218
900,-0.0480653
910,0.0480653
920,-0.0480653
930,0.0160218
940,-0.0160218
950,0.0
960,-0.0160218
970,0.0160218
980,0.0
990,0.0160218
1000,-0.0160218
1010,-0.0480653
1020,-0.0160218
1030,-0.0160218
1040,-0.0480653
1050,-0.0320435
1060,-0.0640871
1070,0.0480653
1080,0.0320435
1090,0.0160218
1100,0.0
1110,-0.0640871
1120,0.0
1130,-0.0320435
1140,0.0
1150,-0.0480653
1160,0.0320435
1170,0.0160218
1180,0.0480653
1190,0.0160218
1200,-0.0160218
1210,0.0160218
1220,0.0160218
1230,-0.0640871
1240,0.0
1250,-0.0320435
1260,0.0320435
1270,-0.0160218
1280,0.0160218
1290,0.0
1300,0.0160218
1310,0.0640871
1320,0.0
1330,0.0160218
1340,0.0160218
1350,-0.0320435
1360,-0.0160218
1370,-0.0160218
1380,0.0480653
1390,0.0160218
1400,0.0640871
1410,0.0
1420,0.0320435
1430,-0.0480653
1440,-0.0320435
1450,-0.0320435
1460,-0.0480653
1470,0.0
1480,-0.0320435
1490,-0.0160218
1500,0.0160218
1510,0.0160218
1520,-0.0801088
1530,-0.0160218
1540,0.0160218
1550,-0.0320435
1560,-0.0320435
1570,-0.0160218
1580,0.0320435
1590,-0.0480653
1600,0.0
1610,-0.0480653
1620,0.0801088
1630,0.0160218
1640,-0.0801088
1650,-0.0320435
1660,0.0160218
1670,0.0320435
1680,0.0
1690,-0.0160218
1700,0.0
1710,0.0480653
1720,-0.0320435
1730,0.0
1740,0.0801088
1750,0.0320435
1760,0.0320435
1770,0.0480653
1780,-0.0961306
1790,-0.0640871
1800,0.0
1810,0.0160218
1820,-0.0320435
1830,-0.0480653
1840,-0.0640871
1850,0.0160218
1860,0.0160218
1870,0.0
1880,-0.0160218
1890,0.0
1900,0.0320435
1910,0.0160218
1920,-0.0160218
1930,-0.0160218
1940,0.0
1950,0.0
1960,0.0961306
1970,0.0480653
1980,0.0320435
1990,0.0320435
2000,0.0320435
2010,0.0160218
2020,0.0320435
2030,0.0480653
2040,0.0320435
2050,-0.0640871
2060,0.0160218
2070,0.0320435
2080,0.0480653
2090,-0.0320435
2100,0.0
2110,0.0160218
2120,0.0
2130,0.0640871
2140,-0.0480653
2150,0.0
2160,0.0320435
2170,0.0160218
2180,-0.0320435
2190,0.0480653
2200,-0.0160218
2210,-0.0160218
2220,0.0
2230,0.0160218
2240,-0.0320435
2250,0.0
2260,0.0320435
2270,-0.0320435
2280,-0.0160218
2290,-0.0320435
2300,0.0480653
2310,0.0320435
2320,-0.0160218
2330,-0.0480653
2340,-0.0480653
2350,-0.0160218
2360,0.0160218
2370,0.0
2380,0.0
2390,0.0160218
2400,0.0
2410,0.0
2420,-0.0320435
2430,-0.0160218
2440,0.0
2450,0.0
2460,0.0640871
2470,0.0
2480,-0.0160218
2490,0.0320435
2500,-0.0320435
2510,0.0160218
2520,0.0
2530,0.0160218
2540,0.0
2550,0.0160218
2560,-0.0160218
2570,-0.0640871
2580,0.0
2590,0.0320435
2600,-0.0480653
2610,0.0
2620,0.0
2630,-0.0320435
2640,-0.0801088
2650,-0.0160218
2660,-0.0320435
2670,-0.0320435
2680,0.0
2690,0.0160218
2700,-0.0160218
2710,-0.0320435
2720,0.0
2730,-0.0160218
2740,0.0
2750,0.0320435
2760,-0.0160218
2770,0.0
2780,0.0160218
2790,-0.0160218
2800,-0.0480653
2810,-0.0961306
2820,0.0160218
2830,-0.0640871
2840,-0.0160218
2850,0.0640871
2860,-0.0160218
2870,0.0160218
2880,0.0320435
2890,0.0320435
2900,0.0640871
2910,0.0480653
2920,0.0
2930,-0.0160218
2940,0.0320435
2950,-0.0160218
2960,-0.0160218
2970,-0.0320435
2980,-0.0640871
2990,-0.0160218
3000,0.0
3010,-0.0961306
3020,-0.0320435
3030,-0.0640871
3040,-0.0320435
3050,0.0160218
3060,0.0640871
3070,0.0480653
3080,-0.0160218
3090,-0.0320435
3100,0.0160218
3110,0.0640871
3120,0.0320435
3130,0.0
3140,-0.0160218
3150,-0.0160218
3160,0.0320435
