125,125,16710
125,125,21410
125,125,24970
125,125,28460
125,125,31580
125,125,34530
125,125,37360
125,125,39970
125,125,42570
125,125,45110
125,125,47450
125,125,49830
125,125,52150
125,125,54380
125,125,56620
125,125,58810
125,125,2599860
126,125,510
126,125,1010
126,125,1510
126,125,2010
126,125,2510
126,125,3010
126,125,3510
126,125,4020
126,125,4520
126,125,5030
126,125,5540
126,125,6040
126,125,6560
126,125,7080
126,125,7620
126,125,8150
126,125,8690
126,125,9250
126,125,9810
126,125,10390
126,125,10970
126,125,11560
126,125,12180
126,125,12810
126,125,13460
126,125,14130
126,125,14810
126,125,15520
126,125,16250
126,125,16990
126,125,17770
126,125,18580
126,125,19430
126,125,20310
126,125,21220
126,125,22160
126,125,22680
126,125,23680
126,125,24770
126,125,25890
126,125,27060
126,125,28250
126,125,29460
126,125,30720
126,125,32000
126,125,33330
126,125,34710
126,125,36100
126,125,37550
126,125,39040
126,125,40580
126,125,42150
126,125,43780
126,125,45470
126,125,47210
126,125,49010
126,125,50880
126,125,52830
126,125,54830
126,125,56940
126,125,59070
125,126,22720
125,126,28310
125,126,32640
125,126,36360
125,126,39640
125,126,42620
125,126,45330
125,126,47940
125,126,50370
125,126,52630
125,126,54890
125,126,56990
125,126,59030
126,126,12550
126,126,15540
126,126,17950
126,126,19980
126,126,21780
126,126,22390
126,126,22890
126,126,24640
126,126,26400
126,126,28150
126,126,29900
126,126,31710
126,126,33440
126,126,35230
126,126,37000
126,126,38800
126,126,40590
126,126,42400
126,126,44230
126,126,46080
126,126,47950
126,126,49820
126,126,51750
126,126,53620
126,126,55560
126,126,57540
126,126,59600
