125,125,800
125,125,1900
125,125,3160
125,125,4520
125,125,5980
125,125,7480
125,125,9050
125,125,10650
125,125,12270
125,125,13930
125,125,15610
125,125,17280
125,125,18960
125,125,20700
125,125,22430
125,125,24160
125,125,25880
125,125,27700
125,125,29400
125,125,31190
125,125,33020
125,125,34860
125,125,36670
125,125,38490
125,125,40270
125,125,42120
125,125,43920
125,125,45760
125,125,47540
125,125,49340
125,125,51160
125,125,53020
125,125,54880
125,125,56730
125,125,58600
125,125,60470
126,125,3820
126,125,6490
126,125,9030
126,125,11450
126,125,13840
126,125,16250
126,125,18640
126,125,21000
126,125,23340
126,125,25690
126,125,27970
126,125,30280
126,125,32600
126,125,34860
126,125,37160
126,125,39470
126,125,41730
126,125,44010
126,125,46260
126,125,48550
126,125,50800
126,125,53020
126,125,55270
126,125,57490
126,125,59690
125,126,1930
125,126,3720
125,126,5550
125,126,7370
125,126,9230
125,126,11130
125,126,13050
125,126,14920
125,126,16860
125,126,18770
125,126,20700
125,126,22670
125,126,24610
125,126,26550
125,126,28490
125,126,30460
125,126,32390
125,126,34310
125,126,36290
125,126,38220
125,126,40170
125,126,42120
125,126,44080
125,126,46050
125,126,48050
125,126,50050
125,126,52040
125,126,54030
125,126,56000
125,126,58000
125,126,60040
126,126,5030
126,126,8290
126,126,11270
126,126,14160
126,126,16860
126,126,19620
126,126,22250
126,126,24810
126,126,27390
126,126,30020
126,126,32520
126,126,35050
126,126,37540
126,126,40040
126,126,42490
126,126,44990
126,126,47460
126,126,49930
126,126,52390
126,126,54790
126,126,57250
126,126,59650
