125,125,370
125,125,940
125,125,1760
125,125,2600
125,125,3440
125,125,4290
125,125,5160
125,125,6020
125,125,6880
125,125,7740
125,125,8600
125,125,9460
125,125,10330
125,125,11080
125,125,11460
125,125,12300
125,125,13170
125,125,14020
125,125,14450
125,125,14670
125,125,15450
125,125,16230
125,125,17010
125,125,17780
125,125,18530
125,125,18990
125,125,19790
125,125,20600
125,125,21420
125,125,22250
125,125,23080
125,125,23920
125,125,24790
125,125,25660
125,125,26560
125,125,27470
125,125,28390
125,125,29340
125,125,30290
125,125,31270
125,125,32260
125,125,33280
125,125,34350
125,125,35420
125,125,36540
125,125,37670
125,125,38860
125,125,40090
125,125,41350
125,125,42700
125,125,44110
125,125,45570
125,125,47100
125,125,48750
125,125,50530
125,125,52440
125,125,54490
125,125,56820
125,125,57950
125,125,60220
126,125,40220
126,125,45450
126,125,49350
126,125,52600
126,125,55440
126,125,57950
126,125,60320
125,126,1720
125,126,3260
125,126,4740
125,126,6190
125,126,7650
125,126,9120
125,126,10580
125,126,11210
125,126,12170
125,126,13780
125,126,14830
125,126,16400
125,126,18040
125,126,18750
125,126,19880
125,126,21470
125,126,23040
125,126,24510
125,126,25940
125,126,27330
125,126,28670
125,126,29990
125,126,31320
125,126,32630
125,126,33910
125,126,35200
125,126,36470
125,126,37780
125,126,39050
125,126,40330
125,126,41640
125,126,42960
125,126,44310
125,126,45680
125,126,47090
125,126,48530
125,126,50020
125,126,51560
125,126,53170
125,126,54870
125,126,56610
125,126,57660
125,126,58040
125,126,59640
126,126,41340
126,126,46140
126,126,49610
126,126,52290
126,126,54620
126,126,56730
126,126,58250
126,126,60060
